Statistical profiling result from isolate-0x130008000-14455-v8.log, (2337 ticks, 8 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.1%    0.0%  t _Builtins_LessThan_Baseline
      1    0.1%    0.0%  t _Builtins_LessThanOrEqual_Baseline
      1    0.1%    0.0%  t _Builtins_LdaUndefinedHandler
      1    0.1%    0.0%  t _Builtins_LdaImmutableCurrentContextSlotHandler
      1    0.1%    0.0%  t _Builtins_JumpLoopHandler
      1    0.1%    0.0%  t _Builtins_JumpIfToBooleanFalseHandler
      1    0.1%    0.0%  t _Builtins_Increment_Baseline
      1    0.1%    0.0%  t _Builtins_GreaterThanOrEqual_Baseline
      1    0.1%    0.0%  t _Builtins_CompileLazy
      1    0.1%    0.0%  t _Builtins_CloneFastJSArray
      1    0.1%    0.0%  t _Builtins_Call_ReceiverIsNotNullOrUndefined
      1    0.1%    0.0%  t _Builtins_CallUndefinedReceiverHandler
      1    0.1%    0.0%  t _Builtins_CEntry_Return1_DontSaveFPRegs_ArgvOnStack_NoBuiltinExit
      1    0.1%    0.0%  t _Builtins_BitwiseOr_Baseline
      1    0.1%    0.0%  t _Builtins_ArrayPrototypeSort
      1    0.1%    0.0%  T _u_isupper_70
      1    0.1%    0.0%  T _fcntl$NOCANCEL
      1    0.1%    0.0%  T __platform_strcmp

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    799   34.2%  LazyCompile: *insert file:///Users/mirek/prelude/packages/rb-tree/mjs/insert.js:4:16
    783   98.0%    LazyCompile: *insert file:///Users/mirek/prelude/packages/rb-tree/mjs/insert.js:4:16
    770   98.3%      LazyCompile: *insert file:///Users/mirek/prelude/packages/rb-tree/mjs/insert.js:4:16
    759   98.6%        LazyCompile: *insert file:///Users/mirek/prelude/packages/rb-tree/mjs/insert.js:4:16
    749   98.7%          LazyCompile: *insert file:///Users/mirek/prelude/packages/rb-tree/mjs/insert.js:4:16
    735   98.1%            LazyCompile: *insert file:///Users/mirek/prelude/packages/rb-tree/mjs/insert.js:4:16
     14    1.9%            LazyCompile: *<anonymous> file:///Users/mirek/prelude/packages/rb-tree/bench/ours.ts:1:1
     10    1.3%          LazyCompile: *<anonymous> file:///Users/mirek/prelude/packages/rb-tree/bench/ours.ts:1:1
     10  100.0%            t _Builtins_GeneratorPrototypeNext
     11    1.4%        LazyCompile: *<anonymous> file:///Users/mirek/prelude/packages/rb-tree/bench/ours.ts:1:1
     11  100.0%          t _Builtins_GeneratorPrototypeNext
     11  100.0%            t std::__1::vector<node::BaseObjectPtrImpl<node::BaseObject, false>, std::__1::allocator<node::BaseObjectPtrImpl<node::BaseObject, false> > >::vector(unsigned long)
     13    1.7%      LazyCompile: *<anonymous> file:///Users/mirek/prelude/packages/rb-tree/bench/ours.ts:1:1
     13  100.0%        t _Builtins_GeneratorPrototypeNext
     13  100.0%          t std::__1::vector<node::BaseObjectPtrImpl<node::BaseObject, false>, std::__1::allocator<node::BaseObjectPtrImpl<node::BaseObject, false> > >::vector(unsigned long)
     13  100.0%            LazyCompile: ~run node:internal/modules/esm/module_job:193:12
     16    2.0%    LazyCompile: *<anonymous> file:///Users/mirek/prelude/packages/rb-tree/bench/ours.ts:1:1
     16  100.0%      t _Builtins_GeneratorPrototypeNext
     16  100.0%        t std::__1::vector<node::BaseObjectPtrImpl<node::BaseObject, false>, std::__1::allocator<node::BaseObjectPtrImpl<node::BaseObject, false> > >::vector(unsigned long)
     16  100.0%          LazyCompile: ~run node:internal/modules/esm/module_job:193:12
     16  100.0%            t _Builtins_AsyncFunctionAwaitResolveClosure

    640   27.4%  t std::__1::vector<node::BaseObjectPtrImpl<node::BaseObject, false>, std::__1::allocator<node::BaseObjectPtrImpl<node::BaseObject, false> > >::vector(unsigned long)
    198   30.9%    LazyCompile: ~Script node:vm:66:14
    198  100.0%      LazyCompile: ~_moduleCompile /Users/mirek/prelude/node_modules/v8-compile-cache-lib/v8-compile-cache.js:207:17
    198  100.0%        LazyCompile: ~_ownModuleCompile /Users/mirek/prelude/node_modules/v8-compile-cache-lib/v8-compile-cache.js:157:31
    198  100.0%          LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1108:37
    198  100.0%            Function: ^Module.load node:internal/modules/cjs/loader:963:33
     34    5.3%    Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     28   82.4%      Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
     12   42.9%        Function: ~<anonymous> node:repl:1:1
     12  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
     12  100.0%            LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      5   17.9%        Function: ~<anonymous> node:crypto:1:1
      5  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      5  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      2    7.1%        Function: ~<anonymous> node:internal/readline/emitKeypressEvents:1:1
      2  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      2  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        LazyCompile: ~lazyWebCrypto node:crypto:127:23
      1  100.0%          LazyCompile: ~get node:crypto:296:8
      1  100.0%            t _Builtins_ReflectGet
      1    3.6%        LazyCompile: ~lazyLoadStreams node:fs:2858:25
      1  100.0%          LazyCompile: ~get ReadStream node:fs:3001:17
      1  100.0%            t _Builtins_ReflectGet
      1    3.6%        Function: ~<anonymous> node:worker_threads:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1    3.6%        Function: ~<anonymous> node:tty:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:module:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            LazyCompile: ~compileForPublicLoader node:internal/bootstrap/loaders:246:25
      1    3.6%        Function: ~<anonymous> node:internal/readline/callbacks:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:internal/crypto/pbkdf2:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
      1  100.0%            Function: ^nativeModuleRequire node:internal/bootstrap/loaders:332:29
      1    3.6%        Function: ~<anonymous> node:internal/crypto/hkdf:1:1
      1  100.0%          Function: ^compileForInternalLoader node:internal/bootstrap/loaders:299:27
